SEP=,
------------------------------------------------ INICIO DE LA TOMA DE DATOS -------------------------------------------------
Temperatura,Humedad,Presion,Indice de calor,Latitud,Longitud,Altitud,Nivel de CO2 PPM,Niveles de TVOC PPB,Temperatura reportada por el CCS,Fecha/hora de la muestra,
27.71,19.00,979.90,26.06,0.000000,0.000000,0.00,461,9,112,00/00/2000 00:00:00 ,
27.73,19.00,979.95,26.06,0.000000,0.000000,0.00,432,4,112,00/00/2000 00:00:00 ,
27.71,19.00,979.90,26.06,0.000000,0.000000,0.00,432,4,112,00/00/2000 00:00:00 ,
27.72,19.00,979.91,26.06,0.000000,0.000000,0.00,432,4,112,00/00/2000 00:00:00 ,
27.74,20.00,979.97,26.09,0.000000,0.000000,0.00,400,0,112,00/00/2000 00:00:00 ,
27.73,20.00,979.97,26.09,0.000000,0.000000,0.00,400,0,112,00/00/2000 00:00:00 ,
27.73,20.00,979.99,26.09,0.000000,0.000000,0.00,400,0,112,00/00/2000 00:00:00 ,
27.72,20.00,979.94,26.09,0.000000,0.000000,0.00,400,0,112,00/00/2000 00:00:00 ,
27.72,20.00,980.01,26.09,0.000000,0.000000,0.00,400,0,112,00/00/2000 00:00:00 ,
27.71,19.00,979.95,26.06,0.000000,0.000000,0.00,400,0,112,00/00/2000 00:00:00 ,
27.72,19.00,980.00,26.06,0.000000,0.000000,0.00,400,0,112,00/00/2000 00:00:00 ,
27.72,19.00,979.96,26.06,0.000000,0.000000,0.00,400,0,112,00/00/2000 00:00:00 ,
27.72,19.00,979.98,26.06,0.000000,0.000000,0.00,400,0,112,00/00/2000 00:00:00 ,
27.74,19.00,979.99,26.06,0.000000,0.000000,0.00,600,30,112,00/00/2000 00:00:00 ,
27.72,19.00,979.97,26.06,0.000000,0.000000,0.00,600,30,112,00/00/2000 00:00:00 ,
27.72,19.00,979.95,26.06,0.000000,0.000000,0.00,591,29,111,00/00/2000 00:00:00 ,
27.73,19.00,979.97,26.06,0.000000,0.000000,0.00,591,29,111,00/00/2000 00:00:00 ,
27.72,19.00,979.97,26.06,0.000000,0.000000,0.00,591,29,111,00/00/2000 00:00:00 ,
27.72,19.00,979.95,26.06,0.000000,0.000000,0.00,561,24,111,00/00/2000 00:00:00 ,
27.72,19.00,979.99,26.06,0.000000,0.000000,0.00,561,24,111,00/00/2000 00:00:00 ,
27.74,19.00,979.97,26.06,0.000000,0.000000,0.00,1077,103,111,00/00/2000 00:00:00 ,
27.73,19.00,979.91,26.06,0.000000,0.000000,0.00,1077,103,111,00/00/2000 00:00:00 ,
27.74,19.00,979.96,26.06,0.000000,0.000000,0.00,1077,103,111,00/00/2000 00:00:00 ,
27.74,19.00,979.94,26.06,0.000000,0.000000,0.00,812,62,111,00/00/2000 00:00:00 ,
27.74,19.00,979.95,26.06,0.000000,0.000000,0.00,812,62,111,00/00/2000 00:00:00 ,
27.74,19.00,979.96,26.06,0.000000,0.000000,0.00,571,26,111,00/00/2000 00:00:00 ,
27.74,19.00,979.99,26.06,0.000000,0.000000,0.00,571,26,111,00/00/2000 00:00:00 ,
27.73,19.00,979.94,26.06,0.000000,0.000000,0.00,847,68,111,00/00/2000 00:00:00 ,
27.75,19.00,980.02,26.06,0.000000,0.000000,0.00,847,68,111,00/00/2000 00:00:00 ,
27.74,19.00,979.89,26.06,0.000000,0.000000,0.00,621,33,112,00/00/2000 00:00:00 ,
27.74,19.00,979.95,26.06,0.000000,0.000000,0.00,621,33,112,00/00/2000 00:00:00 ,
27.75,19.00,979.96,26.06,0.000000,0.000000,0.00,621,33,112,00/00/2000 00:00:00 ,
27.75,19.00,979.95,26.06,0.000000,0.000000,0.00,522,18,111,00/00/2000 00:00:00 ,
27.76,19.00,979.98,26.06,0.000000,0.000000,0.00,522,18,111,00/00/2000 00:00:00 ,
27.75,19.00,979.94,26.06,0.000000,0.000000,0.00,465,9,111,00/00/2000 00:00:00 ,
27.76,19.00,980.02,26.06,0.000000,0.000000,0.00,465,9,111,00/00/2000 00:00:00 ,
27.76,19.00,980.00,26.06,0.000000,0.000000,0.00,465,9,111,00/00/2000 00:00:00 ,
27.75,19.00,979.97,26.06,0.000000,0.000000,0.00,7992,1156,111,00/00/2000 00:00:00 ,
27.75,19.00,979.92,26.06,0.000000,0.000000,0.00,7992,1156,111,00/00/2000 00:00:00 ,
27.77,19.00,980.03,26.06,0.000000,0.000000,0.00,1911,230,111,00/00/2000 00:00:00 ,
27.76,19.00,979.96,26.06,0.000000,0.000000,0.00,1911,230,111,00/00/2000 00:00:00 ,
27.76,19.00,979.94,26.06,0.000000,0.000000,0.00,1911,230,111,00/00/2000 00:00:00 ,
27.75,19.00,979.90,26.06,0.000000,0.000000,0.00,890,74,112,00/00/2000 00:00:00 ,
27.77,19.00,979.92,26.06,0.000000,0.000000,0.00,890,74,112,00/00/2000 00:00:00 ,
27.77,19.00,979.94,26.06,0.000000,0.000000,0.00,637,36,111,00/00/2000 00:00:00 ,
27.77,19.00,980.00,26.06,0.000000,0.000000,0.00,637,36,111,00/00/2000 00:00:00 ,
27.77,19.00,979.97,26.06,0.000000,0.000000,0.00,532,20,111,00/00/2000 00:00:00 ,
